doc,metric,word,score
Copy of Sahoo et al. 2022.pdf,TFIDF,biomass,0.1465953353663282
Copy of Sahoo et al. 2022.pdf,TFIDF,headspace,0.14325737980873315
Copy of Sahoo et al. 2022.pdf,TFIDF,methanol titer,0.13998606341436823
Copy of Sahoo et al. 2022.pdf,TFIDF,stage,0.13106526237820265
Copy of Sahoo et al. 2022.pdf,TFIDF,methanol production,0.11972524818294314
Copy of Sahoo et al. 2022.pdf,TFIDF,semi batch,0.1124440588764096
Copy of Sahoo et al. 2022.pdf,TFIDF,batch,0.11017380548341252
Copy of Sahoo et al. 2022.pdf,TFIDF,production,0.11000201878375732
Copy of Sahoo et al. 2022.pdf,TFIDF,sahoo,0.10932528431510986
Copy of Sahoo et al. 2022.pdf,TFIDF,model,0.10126823562776345
Copy of Sahoo et al. 2022.pdf,TFIDF,methane concentration,0.09948497654744264
Copy of Sahoo et al. 2022.pdf,TFIDF,batch stir,0.09838855151685841
Copy of Sahoo et al. 2022.pdf,TFIDF,biomass titer,0.09838855151685841
Copy of Sahoo et al. 2022.pdf,TFIDF,headspace volume,0.09738160933173441
Copy of Sahoo et al. 2022.pdf,TFIDF,second stage,0.09738160933173441
Copy of Sahoo et al. 2022.pdf,TFIDF,reactor,0.0970384839783612
Copy of Sahoo et al. 2022.pdf,TFIDF,fig,0.09533578490884086
Copy of Sahoo et al. 2022.pdf,TFIDF,growth,0.09522575611119294
Copy of Sahoo et al. 2022.pdf,TFIDF,inlet gas,0.0852089081652676
Copy of Sahoo et al. 2022.pdf,TFIDF,methanotrophic biomass,0.08446857834781922
Copy of Sahoo et al. 2022.pdf,TFIDF,journal environmental,0.0843330441573072
Copy of Sahoo et al. 2022.pdf,TFIDF,patel,0.0825990272423882
Copy of Sahoo et al. 2022.pdf,TFIDF,sahoo et,0.08050488984266303
Copy of Sahoo et al. 2022.pdf,TFIDF,environmental management,0.07797099539798696
Copy of Sahoo et al. 2022.pdf,TFIDF,carbon,0.07791198227279422
Copy of Sahoo et al. 2022.pdf,TFIDF,patel et,0.0778578077327812
Copy of Sahoo et al. 2022.pdf,TFIDF,vvm,0.0773052904775316
Copy of Sahoo et al. 2022.pdf,TFIDF,profile,0.0771725375489709
Copy of Sahoo et al. 2022.pdf,TFIDF,semi,0.07694313884693971
Copy of Sahoo et al. 2022.pdf,TFIDF,rate,0.07690412113302399
Copy of Sahoo et al. 2022.pdf,TFIDF,parameter,0.07569784053406003
Copy of Sahoo et al. 2022.pdf,TFIDF,sequestration,0.07308249962345609
Copy of Sahoo et al. 2022.pdf,TFIDF,methane fixation,0.070277536797756
Copy of Sahoo et al. 2022.pdf,TFIDF,tank reactor,0.06920694020691662
Copy of Sahoo et al. 2022.pdf,Count,methanol,133.0
Copy of Sahoo et al. 2022.pdf,Count,methane,106.0
Copy of Sahoo et al. 2022.pdf,Count,al,79.0
Copy of Sahoo et al. 2022.pdf,Count,et,75.0
Copy of Sahoo et al. 2022.pdf,Count,et al,75.0
Copy of Sahoo et al. 2022.pdf,Count,biomass,55.0
Copy of Sahoo et al. 2022.pdf,Count,production,54.0
Copy of Sahoo et al. 2022.pdf,Count,headspace,47.0
Copy of Sahoo et al. 2022.pdf,Count,batch,45.0
Copy of Sahoo et al. 2022.pdf,Count,growth,44.0
Copy of Sahoo et al. 2022.pdf,Count,methanol production,43.0
Copy of Sahoo et al. 2022.pdf,Count,stage,43.0
Copy of Sahoo et al. 2022.pdf,Count,titer,40.0
Copy of Sahoo et al. 2022.pdf,Count,reactor,38.0
Copy of Sahoo et al. 2022.pdf,Count,rate,37.0
Copy of Sahoo et al. 2022.pdf,Count,carbon,36.0
Copy of Sahoo et al. 2022.pdf,Count,fig,35.0
Copy of Sahoo et al. 2022.pdf,Count,model,34.0
Copy of Sahoo et al. 2022.pdf,Count,methanotrophic,26.0
Copy of Sahoo et al. 2022.pdf,Count,parameter,26.0
Copy of Sahoo et al. 2022.pdf,Count,patel,24.0
Copy of Sahoo et al. 2022.pdf,Count,value,24.0
Copy of Sahoo et al. 2022.pdf,Count,cell,23.0
Copy of Sahoo et al. 2022.pdf,Count,kinetic,23.0
Copy of Sahoo et al. 2022.pdf,Count,methane concentration,23.0
Copy of Sahoo et al. 2022.pdf,Count,methanol titer,23.0
Copy of Sahoo et al. 2022.pdf,Count,methanotroph,23.0
Copy of Sahoo et al. 2022.pdf,Count,organism,22.0
Copy of Sahoo et al. 2022.pdf,Count,sahoo,20.0
Copy of Sahoo et al. 2022.pdf,Count,air,19.0
Copy of Sahoo et al. 2022.pdf,Count,profile,19.0
Copy of Sahoo et al. 2022.pdf,Count,substrate,19.0
Copy of Sahoo et al. 2022.pdf,Count,volume,19.0
Copy of Sahoo et al. 2022.pdf,Count,liquid,18.0
Copy of Sahoo et al. 2022.pdf,Count,mmo,18.0
Copy of Sahoo et al. 2022.pdf,Count,patel et,18.0
Copy of Sahoo et al. 2022.pdf,Count,second,18.0
Copy of Sahoo et al. 2022.pdf,Count,carbon dioxide,17.0
Copy of Sahoo et al. 2022.pdf,Count,dioxide,17.0
Copy of Sahoo et al. 2022.pdf,Count,dissolve,17.0
Copy of Sahoo et al. 2023.pdf,TFIDF,airlift,0.22850961151677376
Copy of Sahoo et al. 2023.pdf,TFIDF,airlift reactor,0.21372242980672668
Copy of Sahoo et al. 2023.pdf,TFIDF,draft tube,0.20564986247840983
Copy of Sahoo et al. 2023.pdf,TFIDF,methanol,0.20391685672160165
Copy of Sahoo et al. 2023.pdf,TFIDF,reactor,0.19215282051933066
Copy of Sahoo et al. 2023.pdf,TFIDF,titer,0.19203565968922615
Copy of Sahoo et al. 2023.pdf,TFIDF,methane,0.18465754453091782
Copy of Sahoo et al. 2023.pdf,TFIDF,sparger,0.17823749698308355
Copy of Sahoo et al. 2023.pdf,TFIDF,al,0.17203900881613138
Copy of Sahoo et al. 2023.pdf,TFIDF,et,0.1546613311579363
Copy of Sahoo et al. 2023.pdf,TFIDF,et al,0.1546613311579363
Copy of Sahoo et al. 2023.pdf,TFIDF,sahoo,0.15081634360107068
Copy of Sahoo et al. 2023.pdf,TFIDF,biomass,0.1470771633973101
Copy of Sahoo et al. 2023.pdf,TFIDF,mass transfer,0.1350637685131678
Copy of Sahoo et al. 2023.pdf,TFIDF,draft,0.12225187491573294
Copy of Sahoo et al. 2023.pdf,TFIDF,sahoo et,0.12019269714486784
Copy of Sahoo et al. 2023.pdf,TFIDF,transfer vector,0.11751420713051988
Copy of Sahoo et al. 2023.pdf,TFIDF,mass,0.11462984670350125
Copy of Sahoo et al. 2023.pdf,TFIDF,biomass titer,0.1116384967739939
Copy of Sahoo et al. 2023.pdf,TFIDF,pressure,0.10869909898304057
Copy of Sahoo et al. 2023.pdf,TFIDF,pore size,0.10864898563700115
Copy of Sahoo et al. 2023.pdf,TFIDF,transfer,0.10742344652836572
Copy of Sahoo et al. 2023.pdf,TFIDF,pore,0.10474672346685063
Copy of Sahoo et al. 2023.pdf,TFIDF,production,0.10389163439989674
Copy of Sahoo et al. 2023.pdf,TFIDF,methanol production,0.10009896657456928
Copy of Sahoo et al. 2023.pdf,TFIDF,tube,0.08919305467850702
Copy of Sahoo et al. 2023.pdf,TFIDF,methane fixation,0.08813565534788992
Copy of Sahoo et al. 2023.pdf,TFIDF,fixation rate,0.08691918850960093
Copy of Sahoo et al. 2023.pdf,TFIDF,methanol titer,0.08650669777891318
Copy of Sahoo et al. 2023.pdf,TFIDF,vector,0.08648191286554378
Copy of Sahoo et al. 2023.pdf,TFIDF,patel,0.0805685541793678
Copy of Sahoo et al. 2023.pdf,TFIDF,size,0.08055036447089647
Copy of Sahoo et al. 2023.pdf,TFIDF,micro,0.07856004260013798
Copy of Sahoo et al. 2023.pdf,TFIDF,report,0.07664136963926808
Copy of Sahoo et al. 2023.pdf,TFIDF,patel et,0.07232750923091535
Copy of Sahoo et al. 2023.pdf,TFIDF,oil,0.07193620908872125
Copy of Sahoo et al. 2023.pdf,TFIDF,transfer coefficient,0.07062184066405075
Copy of Sahoo et al. 2023.pdf,TFIDF,kla,0.06730791040112599
Copy of Sahoo et al. 2023.pdf,TFIDF,silicone oil,0.06518939138220069
Copy of Sahoo et al. 2023.pdf,TFIDF,bar,0.06263244246736241
Copy of Sahoo et al. 2023.pdf,Count,methanol,115.0
Copy of Sahoo et al. 2023.pdf,Count,methane,100.0
Copy of Sahoo et al. 2023.pdf,Count,al,99.0
Copy of Sahoo et al. 2023.pdf,Count,reactor,90.0
Copy of Sahoo et al. 2023.pdf,Count,et,89.0
Copy of Sahoo et al. 2023.pdf,Count,et al,89.0
Copy of Sahoo et al. 2023.pdf,Count,biomass,66.0
Copy of Sahoo et al. 2023.pdf,Count,production,61.0
Copy of Sahoo et al. 2023.pdf,Count,transfer,57.0
Copy of Sahoo et al. 2023.pdf,Count,mass,56.0
Copy of Sahoo et al. 2023.pdf,Count,mass transfer,53.0
Copy of Sahoo et al. 2023.pdf,Count,pressure,52.0
Copy of Sahoo et al. 2023.pdf,Count,airlift,50.0
Copy of Sahoo et al. 2023.pdf,Count,report,45.0
Copy of Sahoo et al. 2023.pdf,Count,titer,44.0
Copy of Sahoo et al. 2023.pdf,Count,methanol production,43.0
Copy of Sahoo et al. 2023.pdf,Count,airlift reactor,42.0
Copy of Sahoo et al. 2023.pdf,Count,sparger,39.0
Copy of Sahoo et al. 2023.pdf,Count,draft,36.0
Copy of Sahoo et al. 2023.pdf,Count,draft tube,35.0
Copy of Sahoo et al. 2023.pdf,Count,tube,35.0
Copy of Sahoo et al. 2023.pdf,Count,sahoo,33.0
Copy of Sahoo et al. 2023.pdf,Count,carbon,29.0
Copy of Sahoo et al. 2023.pdf,Count,cell,29.0
Copy of Sahoo et al. 2023.pdf,Count,liquid,28.0
Copy of Sahoo et al. 2023.pdf,Count,patel,28.0
Copy of Sahoo et al. 2023.pdf,Count,rate,27.0
Copy of Sahoo et al. 2023.pdf,Count,vector,27.0
Copy of Sahoo et al. 2023.pdf,Count,methanotrophic,26.0
Copy of Sahoo et al. 2023.pdf,Count,oil,25.0
Copy of Sahoo et al. 2023.pdf,Count,sahoo et,25.0
Copy of Sahoo et al. 2023.pdf,Count,pore,24.0
Copy of Sahoo et al. 2023.pdf,Count,size,23.0
Copy of Sahoo et al. 2023.pdf,Count,stage,22.0
Copy of Sahoo et al. 2023.pdf,Count,effect,21.0
Copy of Sahoo et al. 2023.pdf,Count,patel et,20.0
Copy of Sahoo et al. 2023.pdf,Count,pore size,20.0
Copy of Sahoo et al. 2023.pdf,Count,transfer vector,20.0
Copy of Sahoo et al. 2023.pdf,Count,trichosporium,20.0
Copy of Sahoo et al. 2023.pdf,Count,bar,19.0
Copy of Sheets et al. 2017.pdf,TFIDF,tbr,0.5687022947670127
Copy of Sheets et al. 2017.pdf,TFIDF,biogas,0.2524202076985974
Copy of Sheets et al. 2017.pdf,TFIDF,biogas air,0.22057486032066723
Copy of Sheets et al. 2017.pdf,TFIDF,air ratio,0.22019397418134376
Copy of Sheets et al. 2017.pdf,TFIDF,phase,0.17906483301728068
Copy of Sheets et al. 2017.pdf,TFIDF,liquid,0.13786143732261155
Copy of Sheets et al. 2017.pdf,TFIDF,methanol,0.12761957397992638
Copy of Sheets et al. 2017.pdf,TFIDF,air,0.11251914335603713
Copy of Sheets et al. 2017.pdf,TFIDF,pack,0.1059792223737918
Copy of Sheets et al. 2017.pdf,TFIDF,removal,0.10555754140123164
Copy of Sheets et al. 2017.pdf,TFIDF,mmol,0.10454828637279998
Copy of Sheets et al. 2017.pdf,TFIDF,ml,0.10269641888430513
Copy of Sheets et al. 2017.pdf,TFIDF,bed,0.10056150432013451
Copy of Sheets et al. 2017.pdf,TFIDF,pack bed,0.0977457069130803
Copy of Sheets et al. 2017.pdf,TFIDF,ratio,0.09136401319017456
Copy of Sheets et al. 2017.pdf,TFIDF,day,0.08961281689097142
Copy of Sheets et al. 2017.pdf,TFIDF,formate,0.08689891888391676
Copy of Sheets et al. 2017.pdf,TFIDF,phase phase,0.08596895235410901
Copy of Sheets et al. 2017.pdf,TFIDF,sample,0.08351178945424696
Copy of Sheets et al. 2017.pdf,TFIDF,reactor,0.07857711847714348
Copy of Sheets et al. 2017.pdf,TFIDF,od,0.07646395058757213
Copy of Sheets et al. 2017.pdf,TFIDF,ball,0.07553077352374388
Copy of Sheets et al. 2017.pdf,TFIDF,headspace,0.07086327850913106
Copy of Sheets et al. 2017.pdf,TFIDF,circulation,0.07034683454056637
Copy of Sheets et al. 2017.pdf,TFIDF,phylum,0.06905456434034936
Copy of Sheets et al. 2017.pdf,TFIDF,fig,0.06705228486873711
Copy of Sheets et al. 2017.pdf,TFIDF,vl,0.06664480016800929
Copy of Sheets et al. 2017.pdf,TFIDF,sheets,0.06336412781263472
Copy of Sheets et al. 2017.pdf,TFIDF,ﬂask,0.06157950891496697
Copy of Sheets et al. 2017.pdf,TFIDF,liquid medium,0.06019592142200298
Copy of Sheets et al. 2017.pdf,TFIDF,order,0.059020401931409776
Copy of Sheets et al. 2017.pdf,TFIDF,mass,0.05859452791984697
Copy of Sheets et al. 2017.pdf,TFIDF,production,0.05850316536297568
Copy of Sheets et al. 2017.pdf,TFIDF,nms,0.05835799406634322
Copy of Sheets et al. 2017.pdf,TFIDF,sheets et,0.058265057443195115
Copy of Sheets et al. 2017.pdf,TFIDF,ceramic ball,0.05766614979568413
Copy of Sheets et al. 2017.pdf,TFIDF,sequence,0.05736822902240849
Copy of Sheets et al. 2017.pdf,TFIDF,biomass,0.05649920464849407
Copy of Sheets et al. 2017.pdf,TFIDF,biochemical engineering,0.054103267625824035
Copy of Sheets et al. 2017.pdf,TFIDF,ceramic,0.054103267625824035
Copy of Sheets et al. 2017.pdf,Count,tbr,128.0
Copy of Sheets et al. 2017.pdf,Count,phase,121.0
Copy of Sheets et al. 2017.pdf,Count,biogas,110.0
Copy of Sheets et al. 2017.pdf,Count,liquid,97.0
Copy of Sheets et al. 2017.pdf,Count,methanol,88.0
Copy of Sheets et al. 2017.pdf,Count,air,73.0
Copy of Sheets et al. 2017.pdf,Count,ml,68.0
Copy of Sheets et al. 2017.pdf,Count,ratio,63.0
Copy of Sheets et al. 2017.pdf,Count,air ratio,56.0
Copy of Sheets et al. 2017.pdf,Count,biogas air,53.0
Copy of Sheets et al. 2017.pdf,Count,formate,53.0
Copy of Sheets et al. 2017.pdf,Count,sample,52.0
Copy of Sheets et al. 2017.pdf,Count,mmol,49.0
Copy of Sheets et al. 2017.pdf,Count,removal,46.0
Copy of Sheets et al. 2017.pdf,Count,reactor,45.0
Copy of Sheets et al. 2017.pdf,Count,day,42.0
Copy of Sheets et al. 2017.pdf,Count,production,42.0
Copy of Sheets et al. 2017.pdf,Count,rate,38.0
Copy of Sheets et al. 2017.pdf,Count,pack,37.0
Copy of Sheets et al. 2017.pdf,Count,fig,36.0
Copy of Sheets et al. 2017.pdf,Count,mass,35.0
Copy of Sheets et al. 2017.pdf,Count,bed,34.0
Copy of Sheets et al. 2017.pdf,Count,headspace,34.0
Copy of Sheets et al. 2017.pdf,Count,biomass,31.0
Copy of Sheets et al. 2017.pdf,Count,order,31.0
Copy of Sheets et al. 2017.pdf,Count,table,31.0
Copy of Sheets et al. 2017.pdf,Count,min,29.0
Copy of Sheets et al. 2017.pdf,Count,volume,29.0
Copy of Sheets et al. 2017.pdf,Count,methanol production,28.0
Copy of Sheets et al. 2017.pdf,Count,methanotroph,28.0
Copy of Sheets et al. 2017.pdf,Count,nms,28.0
Copy of Sheets et al. 2017.pdf,Count,methanotrophic,26.0
Copy of Sheets et al. 2017.pdf,Count,od,25.0
Copy of Sheets et al. 2017.pdf,Count,sequence,25.0
Copy of Sheets et al. 2017.pdf,Count,transfer,25.0
Copy of Sheets et al. 2017.pdf,Count,conversion,24.0
Copy of Sheets et al. 2017.pdf,Count,ml min,24.0
Copy of Sheets et al. 2017.pdf,Count,circulation,23.0
Copy of Sheets et al. 2017.pdf,Count,mass transfer,23.0
Copy of Sheets et al. 2017.pdf,Count,operate,23.0
Copy of Soo et al. 2018.pdf,TFIDF,dna,0.2327208217343036
Copy of Soo et al. 2018.pdf,TFIDF,plasmid,0.2118719502181688
Copy of Soo et al. 2018.pdf,TFIDF,trichosporium,0.20817187152769512
Copy of Soo et al. 2018.pdf,TFIDF,pcr,0.18750629651450657
Copy of Soo et al. 2018.pdf,TFIDF,plate,0.1811370576710396
Copy of Soo et al. 2018.pdf,TFIDF,gene,0.16833583660155754
Copy of Soo et al. 2018.pdf,TFIDF,genetic,0.14990653048637761
Copy of Soo et al. 2018.pdf,TFIDF,genetic manipulation,0.13368217867420293
Copy of Soo et al. 2018.pdf,TFIDF,rosenzweig,0.13244354951541076
Copy of Soo et al. 2018.pdf,TFIDF,al,0.12877249842369762
Copy of Soo et al. 2018.pdf,TFIDF,et,0.12877249842369762
Copy of Soo et al. 2018.pdf,TFIDF,et al,0.12877249842369762
Copy of Soo et al. 2018.pdf,TFIDF,conjugation,0.12712317013090127
Copy of Soo et al. 2018.pdf,TFIDF,electroporation,0.12712317013090127
Copy of Soo et al. 2018.pdf,TFIDF,manipulation,0.12397499592889609
Copy of Soo et al. 2018.pdf,TFIDF,fragment,0.11652957261999282
Copy of Soo et al. 2018.pdf,TFIDF,methanotroph,0.11487728374869043
Copy of Soo et al. 2018.pdf,TFIDF,dna fragment,0.11457982832103826
Copy of Soo et al. 2018.pdf,TFIDF,linear dna,0.11457982832103826
Copy of Soo et al. 2018.pdf,TFIDF,cell,0.10960048387889469
Copy of Soo et al. 2018.pdf,TFIDF,murrell,0.10942835929793714
Copy of Soo et al. 2018.pdf,TFIDF,coli,0.10209705547085561
Copy of Soo et al. 2018.pdf,TFIDF,methane,0.10082607839187423
Copy of Soo et al. 2018.pdf,TFIDF,agar,0.09561268133995708
Copy of Soo et al. 2018.pdf,TFIDF,semrau,0.09561268133995708
Copy of Soo et al. 2018.pdf,TFIDF,ro,0.09375314825725328
Copy of Soo et al. 2018.pdf,TFIDF,amy,0.0916638626568306
Copy of Soo et al. 2018.pdf,TFIDF,smith murrell,0.0916638626568306
Copy of Soo et al. 2018.pdf,TFIDF,environmental microbiology,0.08930815350598933
Copy of Soo et al. 2018.pdf,TFIDF,mutagenesis,0.08930815350598933
Copy of Soo et al. 2018.pdf,TFIDF,apply environmental,0.08474878008726751
Copy of Soo et al. 2018.pdf,TFIDF,strain,0.08326874861107804
Copy of Soo et al. 2018.pdf,TFIDF,agar plate,0.08157032140542216
Copy of Soo et al. 2018.pdf,TFIDF,smith,0.0811993706801212
Copy of Soo et al. 2018.pdf,TFIDF,genotype,0.08020587982472678
Copy of Soo et al. 2018.pdf,TFIDF,microbiology,0.07855672374739352
Copy of Soo et al. 2018.pdf,TFIDF,gu,0.0784046016095365
Copy of Soo et al. 2018.pdf,TFIDF,type,0.07275561304083727
Copy of Soo et al. 2018.pdf,TFIDF,haque,0.07129716195957489
Copy of Soo et al. 2018.pdf,TFIDF,selection,0.07071087647966587
Copy of Soo et al. 2018.pdf,Count,trichosporium,50.0
Copy of Soo et al. 2018.pdf,Count,al,38.0
Copy of Soo et al. 2018.pdf,Count,et,38.0
Copy of Soo et al. 2018.pdf,Count,et al,38.0
Copy of Soo et al. 2018.pdf,Count,cell,33.0
Copy of Soo et al. 2018.pdf,Count,dna,33.0
Copy of Soo et al. 2018.pdf,Count,gene,30.0
Copy of Soo et al. 2018.pdf,Count,methanotroph,30.0
Copy of Soo et al. 2018.pdf,Count,plate,29.0
Copy of Soo et al. 2018.pdf,Count,methane,28.0
Copy of Soo et al. 2018.pdf,Count,genetic,24.0
Copy of Soo et al. 2018.pdf,Count,method,20.0
Copy of Soo et al. 2018.pdf,Count,murrell,20.0
Copy of Soo et al. 2018.pdf,Count,pcr,20.0
Copy of Soo et al. 2018.pdf,Count,plasmid,20.0
Copy of Soo et al. 2018.pdf,Count,rosenzweig,20.0
Copy of Soo et al. 2018.pdf,Count,strain,20.0
Copy of Soo et al. 2018.pdf,Count,type,19.0
Copy of Soo et al. 2018.pdf,Count,manipulation,17.0
Copy of Soo et al. 2018.pdf,Count,genetic manipulation,15.0
Copy of Soo et al. 2018.pdf,Count,agar,14.0
Copy of Soo et al. 2018.pdf,Count,coli,14.0
Copy of Soo et al. 2018.pdf,Count,microbiology,14.0
Copy of Soo et al. 2018.pdf,Count,semrau,14.0
Copy of Soo et al. 2018.pdf,Count,smith,13.0
Copy of Soo et al. 2018.pdf,Count,conjugation,12.0
Copy of Soo et al. 2018.pdf,Count,culture,12.0
Copy of Soo et al. 2018.pdf,Count,electroporation,12.0
Copy of Soo et al. 2018.pdf,Count,methylosinus,12.0
Copy of Soo et al. 2018.pdf,Count,table,12.0
Copy of Soo et al. 2018.pdf,Count,copper,11.0
Copy of Soo et al. 2018.pdf,Count,fig,11.0
Copy of Soo et al. 2018.pdf,Count,fragment,11.0
Copy of Soo et al. 2018.pdf,Count,kalyuzhnaya,11.0
Copy of Soo et al. 2018.pdf,Count,methylosinus trichosporium,11.0
Copy of Soo et al. 2018.pdf,Count,selection,11.0
Copy of Soo et al. 2018.pdf,Count,agar plate,10.0
Copy of Soo et al. 2018.pdf,Count,dna fragment,10.0
Copy of Soo et al. 2018.pdf,Count,environmental,10.0
Copy of Soo et al. 2018.pdf,Count,gu,10.0
Copy of Strong et al. 2016.pdf,TFIDF,tonne,0.31464946428097085
Copy of Strong et al. 2016.pdf,TFIDF,ectoine,0.24175897595610357
Copy of Strong et al. 2016.pdf,TFIDF,methane,0.23549798608902855
Copy of Strong et al. 2016.pdf,TFIDF,al,0.2059512874379758
Copy of Strong et al. 2016.pdf,TFIDF,protein,0.18543439455038288
Copy of Strong et al. 2016.pdf,TFIDF,et,0.18132667698343521
Copy of Strong et al. 2016.pdf,TFIDF,et al,0.18132667698343521
Copy of Strong et al. 2016.pdf,TFIDF,phb,0.15311086803053084
Copy of Strong et al. 2016.pdf,TFIDF,methanotroph,0.13659783681637336
Copy of Strong et al. 2016.pdf,TFIDF,surface layer,0.13624413966546
Copy of Strong et al. 2016.pdf,TFIDF,reactor,0.1292668181029108
Copy of Strong et al. 2016.pdf,TFIDF,product,0.11421591617572259
Copy of Strong et al. 2016.pdf,TFIDF,waste,0.11120229241390803
Copy of Strong et al. 2016.pdf,TFIDF,stage,0.10505045033431407
Copy of Strong et al. 2016.pdf,TFIDF,surface,0.10225910579967676
Copy of Strong et al. 2016.pdf,TFIDF,cdw,0.09839854531394333
Copy of Strong et al. 2016.pdf,TFIDF,cell,0.09434179731379176
Copy of Strong et al. 2016.pdf,TFIDF,recovery,0.0922923739661999
Copy of Strong et al. 2016.pdf,TFIDF,methanobactin,0.08995682826273621
Copy of Strong et al. 2016.pdf,TFIDF,layer,0.08492991501536153
Copy of Strong et al. 2016.pdf,TFIDF,generate,0.08278416908160308
Copy of Strong et al. 2016.pdf,TFIDF,organic waste,0.08242281632956126
Copy of Strong et al. 2016.pdf,TFIDF,lipid,0.08120768414196876
Copy of Strong et al. 2016.pdf,TFIDF,reactor volume,0.08051306711045515
Copy of Strong et al. 2016.pdf,TFIDF,biomass,0.07750862284810878
Copy of Strong et al. 2016.pdf,TFIDF,production,0.07678983502285376
Copy of Strong et al. 2016.pdf,TFIDF,organic,0.07665200840889173
Copy of Strong et al. 2016.pdf,TFIDF,acid,0.07647027098170821
Copy of Strong et al. 2016.pdf,TFIDF,khmelenina,0.074538121417604
Copy of Strong et al. 2016.pdf,TFIDF,strong et,0.07210716889772249
Copy of Strong et al. 2016.pdf,TFIDF,kalyuzhnaya,0.07029712055387731
Copy of Strong et al. 2016.pdf,TFIDF,single,0.06875894579942064
Copy of Strong et al. 2016.pdf,TFIDF,scp,0.06812206983273
Copy of Strong et al. 2016.pdf,TFIDF,scenario,0.06744509574596445
Copy of Strong et al. 2016.pdf,TFIDF,methylomicrobium,0.06639172496755079
Copy of Strong et al. 2016.pdf,TFIDF,strong,0.06466094740064401
Copy of Strong et al. 2016.pdf,TFIDF,potential,0.06195079113809406
Copy of Strong et al. 2016.pdf,TFIDF,trotsenko,0.06056222365180326
Copy of Strong et al. 2016.pdf,TFIDF,hydraulic,0.06055295096242667
Copy of Strong et al. 2016.pdf,TFIDF,total reactor,0.06055295096242667
Copy of Strong et al. 2016.pdf,Count,methane,99.0
Copy of Strong et al. 2016.pdf,Count,al,92.0
Copy of Strong et al. 2016.pdf,Count,et,81.0
Copy of Strong et al. 2016.pdf,Count,et al,81.0
Copy of Strong et al. 2016.pdf,Count,protein,66.0
Copy of Strong et al. 2016.pdf,Count,methanotroph,54.0
Copy of Strong et al. 2016.pdf,Count,product,49.0
Copy of Strong et al. 2016.pdf,Count,tonne,48.0
Copy of Strong et al. 2016.pdf,Count,reactor,47.0
Copy of Strong et al. 2016.pdf,Count,cell,43.0
Copy of Strong et al. 2016.pdf,Count,ectoine,43.0
Copy of Strong et al. 2016.pdf,Count,phb,35.0
Copy of Strong et al. 2016.pdf,Count,production,35.0
Copy of Strong et al. 2016.pdf,Count,stage,32.0
Copy of Strong et al. 2016.pdf,Count,waste,30.0
Copy of Strong et al. 2016.pdf,Count,acid,29.0
Copy of Strong et al. 2016.pdf,Count,surface,29.0
Copy of Strong et al. 2016.pdf,Count,biomass,27.0
Copy of Strong et al. 2016.pdf,Count,generate,27.0
Copy of Strong et al. 2016.pdf,Count,bacteria,25.0
Copy of Strong et al. 2016.pdf,Count,organic,25.0
Copy of Strong et al. 2016.pdf,Count,potential,25.0
Copy of Strong et al. 2016.pdf,Count,single,25.0
Copy of Strong et al. 2016.pdf,Count,methanotrophic,23.0
Copy of Strong et al. 2016.pdf,Count,recovery,23.0
Copy of Strong et al. 2016.pdf,Count,base,22.0
Copy of Strong et al. 2016.pdf,Count,layer,20.0
Copy of Strong et al. 2016.pdf,Count,require,20.0
Copy of Strong et al. 2016.pdf,Count,carbon,19.0
Copy of Strong et al. 2016.pdf,Count,yield,19.0
Copy of Strong et al. 2016.pdf,Count,content,18.0
Copy of Strong et al. 2016.pdf,Count,growth,18.0
Copy of Strong et al. 2016.pdf,Count,kalyuzhnaya,18.0
Copy of Strong et al. 2016.pdf,Count,lipid,18.0
Copy of Strong et al. 2016.pdf,Count,surface layer,18.0
Copy of Strong et al. 2016.pdf,Count,volume,18.0
Copy of Strong et al. 2016.pdf,Count,methylomicrobium,17.0
Copy of Strong et al. 2016.pdf,Count,strong,17.0
Copy of Strong et al. 2016.pdf,Count,khmelenina,16.0
Copy of Strong et al. 2016.pdf,Count,methanobactin,16.0
Copy of Sy et al 2023.pdf,TFIDF,ethanol,0.31000456749697164
Copy of Sy et al 2023.pdf,TFIDF,ol,0.2382562069181441
Copy of Sy et al 2023.pdf,TFIDF,peak,0.20893887661656987
Copy of Sy et al 2023.pdf,TFIDF,ﬂask,0.19174044975727042
Copy of Sy et al 2023.pdf,TFIDF,methanol,0.1906958013659021
Copy of Sy et al 2023.pdf,TFIDF,standard,0.16736883980787187
Copy of Sy et al 2023.pdf,TFIDF,volumetric,0.16475184908036394
Copy of Sy et al 2023.pdf,TFIDF,ml,0.15626593037974662
Copy of Sy et al 2023.pdf,TFIDF,water,0.1530103901635019
Copy of Sy et al 2023.pdf,TFIDF,beverage,0.15251260613758794
Copy of Sy et al 2023.pdf,TFIDF,sample,0.1488639639871774
Copy of Sy et al 2023.pdf,TFIDF,ml volumetric,0.13466655173634232
Copy of Sy et al 2023.pdf,TFIDF,determination,0.12293171171662787
Copy of Sy et al 2023.pdf,TFIDF,peak area,0.11341480628009838
Copy of Sy et al 2023.pdf,TFIDF,ferment,0.10324485756160717
Copy of Sy et al 2023.pdf,TFIDF,method,0.10209057948101573
Copy of Sy et al 2023.pdf,TFIDF,calibration,0.1017789479390479
